Rede, Jogador, ID do Jogo, Stake, Data de Início, Data de Conclusão, Participantes, Rake, Jogo, Estrutura, Velocidade, Resultado (incluindo Rake), Posição, Bandeiras, Moeda, Reentradas/Recompras, Duração, Jogadores por mesa, Prêmio, Nome, Total de Reentradas, Prêmio de Recompensa
GGNetwork,"joaofwebber_",176079388,9.94,2024-12-01 17:45,2024-12-01 21:02,1694,0.86,H,No Limit,Normal,-21.60,,6-Max Bounty Multi-Entry,USD,,11836,6,,"Bounty Hunters Sunday Hyper Special $10.80",431,
PokerStars,"JOAOFWEBBER",3827892343,10.27,2024-12-01 18:35,2024-12-01 21:02,938,0.73,H,No Limit,Super Turbo,-11.00,470,Multi-Entry,USD,,8825,7,,"Hotter Hyper $11, $8K Gtd",100,
PokerStars,"JOAOFWEBBER",3827891280,14.7,2024-12-01 13:10,2024-12-01 21:00,216,1.8,H,No Limit,Normal,-9.10,62,Bounty Progressive-Bounty Deep-Stack Multi-Entry,USD,,28255,9,7.4,"$16.50 NLHE [Progressive KO, Deep Stacks], $2.5K Gtd",29,7.4
PartyPoker,"josealdo",398656401,10.0,2024-12-01 14:05,2024-12-01 21:00,1286,1.0,H,No Limit,Normal,-22.00,732,Bounty Multi-Entry,USD,,24933,9,,"The Super $11 Mystery Bounty: $15,000 Gtd",408,
PartyPoker,"josealdo",398656401,10.0,2024-12-01 14:05,2024-12-01 21:00,1286,1.0,H,No Limit,Normal,-22.00,1251,Bounty Multi-Entry,USD,,24933,9,,"The Super $11 Mystery Bounty: $15,000 Gtd",408,
GGNetwork,"joaofwebber_",176040242,8.17,2024-12-01 13:05,2024-12-01 20:53,2470,0.71,H,No Limit,Normal,-8.88,,Multi-Entry,USD,,28132,8,,"Sunday Mini CRAZY EIGHTS $8.88",535,
GGNetwork,"joaofwebber_",176025057,4.6,2024-12-01 11:05,2024-12-01 20:48,2361,0.4,H,No Limit,Normal,-15.00,,Multi-Entry,USD,,35026,8,,"Sunday Mini Marathon $5",681,
PartyPoker,"josealdo",398656413,20.0,2024-12-01 15:30,2024-12-01 20:39,303,2.0,H,No Limit,Normal,-22.00,120,Multi-Entry,USD,,18553,9,,"Daily Legends Clásico: $8K Gtd",42,
GGNetwork,"joaofwebber_",176090995,4.97,2024-12-01 19:10,2024-12-01 20:32,863,0.43,H,No Limit,Normal,-10.80,,6-Max Bounty Multi-Entry,USD,,4926,6,,"Speed Racer Bounty $5.40 [10 BB]",411,
PokerStars,"JOAOFWEBBER",3826174784,4.9,2024-12-01 11:30,2024-12-01 20:03,1418,0.6,H,No Limit,Normal,9.01,135,Multi-Entry,USD,,30839,8,14.51,"$5.50 The Sunday Mini Marathon, $8K Gtd",406,
